#
# obstacle_immobile_300cm.txt - Text file for the Sensing System
#
# 2 June 2020 - 1.0
#
# Author: Ruben Condesso - 81969 - 2nd Semester (2020)
#
#
# SmartBike System - Master Thesis in Telecommunications and Computer Engineering
#
#
# Output of the results from the detection of an obstacle, using the Ultrasonic Sensor
#
# Obstacle (wall) is immobile and at 300cm from the sensor
#

# =================================================================================== Code starts here ===================================================================================== #


ID: 192.168.0.1 | Timestamp: 02 6 2020 17:35:13 | Obstacle distance: 300.12 | State: Moving | GPS Coordinates: 38.7366766,-9.3089696
ID: 192.168.0.1 | Timestamp: 02 6 2020 17:35:14 | Obstacle distance: 300.09 | State: Immobile | GPS Coordinates: 38.7366766,-9.3089696
ID: 192.168.0.1 | Timestamp: 02 6 2020 17:35:15 | Obstacle distance: 300.09 | State: Immobile | GPS Coordinates: 38.7366764,-9.3089697
ID: 192.168.0.1 | Timestamp: 02 6 2020 17:35:16 | Obstacle distance: 299.97 | State: Immobile | GPS Coordinates: 38.7366763,-9.3089696
ID: 192.168.0.1 | Timestamp: 02 6 2020 17:35:17 | Obstacle distance: 300.09 | State: Immobile | GPS Coordinates: 38.7366763,-9.3089696
ID: 192.168.0.1 | Timestamp: 02 6 2020 17:35:18 | Obstacle distance: 300.11 | State: Immobile | GPS Coordinates: 38.7366763,-9.3089696
ID: 192.168.0.1 | Timestamp: 02 6 2020 17:35:19 | Obstacle distance: 300.09 | State: Immobile | GPS Coordinates: 38.7366763,-9.3089696
ID: 192.168.0.1 | Timestamp: 02 6 2020 17:35:20 | Obstacle distance: 299.94 | State: Immobile | GPS Coordinates: 38.7366763,-9.3089696
ID: 192.168.0.1 | Timestamp: 02 6 2020 17:35:21 | Obstacle distance: 300.55 | State: Immobile | GPS Coordinates: 38.7366763,-9.26806848995
ID: 192.168.0.1 | Timestamp: 02 6 2020 17:35:22 | Obstacle distance: 300.07 | State: Immobile | GPS Coordinates: 38.7366763,-9.26806848995
ID: 192.168.0.1 | Timestamp: 02 6 2020 17:35:23 | Obstacle distance: 299.96 | State: Immobile | GPS Coordinates: 38.7366763,-9.26806848995
ID: 192.168.0.1 | Timestamp: 02 6 2020 17:35:25 | Obstacle distance: 299.96 | State: Immobile | GPS Coordinates: 38.7366763,-9.26806848995
ID: 192.168.0.1 | Timestamp: 02 6 2020 17:35:26 | Obstacle distance: 300.04 | State: Immobile | GPS Coordinates: 38.7366813,-9.3089318
ID: 192.168.0.1 | Timestamp: 02 6 2020 17:35:27 | Obstacle distance: 298.94 | State: Immobile | GPS Coordinates: 38.7366805,-9.3089357
ID: 192.168.0.1 | Timestamp: 02 6 2020 17:35:28 | Obstacle distance: 300.09 | State: Immobile | GPS Coordinates: 38.7366795,-9.3089408
ID: 192.168.0.1 | Timestamp: 02 6 2020 17:35:29 | Obstacle distance: 299.9 | State: Immobile | GPS Coordinates: 38.7366748,-9.3089696
ID: 192.168.0.1 | Timestamp: 02 6 2020 17:35:30 | Obstacle distance: 299.99 | State: Immobile | GPS Coordinates: 38.7366748,-9.3089696
ID: 192.168.0.1 | Timestamp: 02 6 2020 17:35:31 | Obstacle distance: 300.07 | State: Immobile | GPS Coordinates: 38.7366748,-9.3089697
ID: 192.168.0.1 | Timestamp: 02 6 2020 17:35:32 | Obstacle distance: 299.83 | State: Immobile | GPS Coordinates: 38.7366749,-9.3089704
ID: 192.168.0.1 | Timestamp: 02 6 2020 17:35:33 | Obstacle distance: 299.92 | State: Immobile | GPS Coordinates: 38.7366749,-9.3089704
ID: 192.168.0.1 | Timestamp: 02 6 2020 17:35:34 | Obstacle distance: 299.88 | State: Immobile | GPS Coordinates: 38.7366752,-9.308972
ID: 192.168.0.1 | Timestamp: 02 6 2020 17:35:35 | Obstacle distance: 330.15 | State: Moving | GPS Coordinates: 38.7366756,-9.3089733
ID: 192.168.0.1 | Timestamp: 02 6 2020 17:35:36 | Obstacle distance: 300.07 | State: Moving | GPS Coordinates: 38.7366756,-9.3089733
ID: 192.168.0.1 | Timestamp: 02 6 2020 17:35:37 | Obstacle distance: 300.02 | State: Immobile | GPS Coordinates: 38.7366757,-9.3089736
ID: 192.168.0.1 | Timestamp: 02 6 2020 17:35:38 | Obstacle distance: 299.99 | State: Immobile | GPS Coordinates: 38.7366757,-9.3089732
ID: 192.168.0.1 | Timestamp: 02 6 2020 17:35:39 | Obstacle distance: 300.09 | State: Immobile | GPS Coordinates: 38.7366757,-9.3089732
ID: 192.168.0.1 | Timestamp: 02 6 2020 17:35:40 | Obstacle distance: 299.83 | State: Immobile | GPS Coordinates: 38.7366757,-9.3089728
ID: 192.168.0.1 | Timestamp: 02 6 2020 17:35:41 | Obstacle distance: 299.25 | State: Immobile | GPS Coordinates: 38.7366757,-9.3089728
ID: 192.168.0.1 | Timestamp: 02 6 2020 17:35:42 | Obstacle distance: 300.03 | State: Immobile | GPS Coordinates: 38.7366757,-9.3089727
ID: 192.168.0.1 | Timestamp: 02 6 2020 17:35:43 | Obstacle distance: 300.17 | State: Immobile | GPS Coordinates: 38.7366757,-9.3089726
ID: 192.168.0.1 | Timestamp: 02 6 2020 17:35:44 | Obstacle distance: 299.4 | State: Immobile | GPS Coordinates: 38.7366757,-9.3089726
ID: 192.168.0.1 | Timestamp: 02 6 2020 17:35:45 | Obstacle distance: 300.37 | State: Immobile | GPS Coordinates: 38.7366757,-9.3089726
